"CUSTOMERID","PHONE","FIRSTNAME","LASTNAME","ADDRESS","ZIPCODE","CITYID","BALANCEDUE"
3126,"2120167314","Dan","Clark","4666 Sherwood Lane","10001",3988,0.02
3127,"7081403444","Jerome","Cardwell","5495 Tulip Drive","60195",1742,0
3128,"2126962454","Drew","Shelton","8694 Woodvale Drive","10001",3988,0.01
3129,"2031190130","Carla","Locke","6077 Broadway Avenue","06094",965,0
3130,"7149350144","Laura","Runner","6115 Brookview Drive","92705",711,0.01
3131,"2058040693","Chelsea","Wade","5036 Stillhouse Road","35901",45,0.01
3132,"6011950036","Ben","Hampton","4192 Peterson Avenue","39205",3174,0.01
3133,"7146900972","Paul","Cummings","817 Highland Court","92628",324,-0.03
3134,"7140440485","George","Wood","3682 Payne Road","91761",550,0.01
3135,"6012560906","Bud","McDonald","5553 Weeping Willow Road","39567",3189,0
3136,"3054638021","Travis","Riggs","8035 Prince Street","33040",1140,0
3137,"2136787484","Carla","Hill","7491 Trident Place","90052",5857,0
3138,"7032737998","Colleen","McCain","802 Plainview Road","22041",5465,0.01
3139,"9123459869","Allison","Adams","6375 Prince Street","31706",1364,0
3140,"5166618625","Stan","Spencer","4038 Horseshoe Road","11021",3892,0
3141,"7083866621","Tony","Mann","576 Hillsdale Drive","60126",1699,0
3142,"4149386098","Alma","Massey","8254 Oak Street","54901",5768,0
3143,"3129484362","Ishel","Zeller","554 Hidden Point Drive","60601",5866,0
3144,"2198550150","Sharon","Harris","2969 Cedar Avenue","46401",1940,0
3145,"7137944178","Jolene","Hatcher","6620 Peterson Avenue","77013",5907,0
3146,"6128076090","Theresa","Edmunds","3294 Pebble Creek Drive","55443",2930,0
3147,"7080626725","Leon","Fisher","4887 Cottontail Circle","60561",1682,0
3148,"6106631590","Theresa","Roberts","8228 Carrington Road","18016",4561,0
3149,"2141359739","MaryJo","McGuire","270 Oxford Way","75051",5167,0
3150,"2168279527","Phyllis","Ferguson","7076 Cairo Road","44138",4305,0
3151,"8061297531","Allen","Alexander","3651 Iris Drive","79105",5057,0
3152,"3031718332","Frieda","Lee","759 Green Street","80030",829,0
3153,"6194922031","Travis","Willis","1147 Lakeside Avenue","92109",5858,0.01
3154,"6199107235","Kirby","Cunningham","2059 Flat Rock Road","91932",430,0
3155,"6108355649","Kevin","Love","8857 Church Street","19026",4610,0
3156,"9167194353","Thelma","Keen","3117 Mud River Valley Road","95662",554,0.01
3157,"5139779747","Dale","Fuller","3715 Weeping Willow Road","45401",4184,0
3158,"9100421791","Adrian","Elliott","8063 Cairo Road","27102",3318,0
3159,"7127578232","John","Vance","2314 Evergreen Circle","51101",1581,0
3160,"4197259203","Everett","Hunton","8849 Elm Hill Circle","43601",4357,0
3161,"3108296362","Roger","Hurt","8196 Green Acres Road","90254",422,0.01
3162,"3143630682","Laura","Lamb","8493 Berrywood Drive","63134",3039,0.02
3163,"4048810436","Theresa","Justice","4600 Highland Court","30074",1452,0.01
3164,"6025320642","Cecil","Turner","5108 Tobacco Road","85282",212,0
3165,"2134851837","Annie","Moore","8962 Union Road","90222",750,0
3386,"4073202207","Carrie","Newman","602 MacBeth Lane","33458",1134,0
3387,"2135246743","Henry","Holder","3110 Butler Road","90052",5857,0
3388,"9083159874","Grayson","Sexton","4488 Castle Heights Road","07065",3644,0
3389,"2099501310","Buck","Huffman","3226 Sherwood Lane","93230",415,0
3390,"2057090668","Sidney","Griffen","5669 Hot Springs Avenue","35203",24,0
3391,"3344338882","Elmer","Poe","7694 Cumberland Hills Drive","36301",35,0.01
3392,"2017315929","Simon","Adkins","2638 Woodland Drive","07109",3435,0.01
3393,"5150298510","Vicky","Galloway","4281 Hazelwood Drive","50318",1548,0
3394,"3109450987","Ed","Pruitt","6476 Sunnyhill Trace","90022",353,0
3395,"2012391327","Brian","Day","4864 Clay Avenue","07019",3481,0.01
3396,"6151821274","Clinton","Wolfe","647 Greensburg Street","37849",5030,0.01
3397,"7169796479","Melanie","London","5031 Plainview Road","14617",3920,0
3398,"7140787057","Katy","Rhodes","7318 Dolhous Drive","92359",509,-0.03
3399,"4043505273","Julie","Bailey","6051 Club Circle","30301",1368,0.01
3400,"8046222301","Ricardo","Love","153 Prince Street","23060",5468,0.01
3401,"4103465430","Harold","Lamb","3183 12th Avenue","21208",2636,0
3402,"7030288653","Hugh","Collins","706 84th Avenue","24022",5501,0
3403,"8182883830","Owen","Baldwin","4817 Mountain View Drive","91706",250,0.01
3404,"2072438579","Clarence","Logan","7052 47th Street","04444",2694,-0.03
3405,"2036324367","DuJuan","Dixon","7826 Austin Drive","06810",853,0.01
3406,"8189615187","Marcy","Abrams","1705 Prince Street","91016",518,0
3407,"7130756516","Alice","Haynes","5081 Indian Lake Road","77013",5907,0
3408,"3053919382","Chelsea","Jordan","3333 Bayview Drive","33109",1187,0.01
3409,"5156234663","Raquel","Ross","6098 Southern Drive","50428",1539,0
3410,"7084104891","Whitney","Massey","8294 Edgewood Drive","60062",1806,0
3411,"9089619051","Alfred","James","5760 Deer Park Lane","08854",3635,0
3412,"3104282920","Milt","Locke","9005 Woodland Drive","90210",263,0.02
3413,"3162340173","Morris","Anderson","6132 Deer Park Lane","67801",2028,0.01
3414,"6158604585","Regina","Bell","6874 Hot Springs Avenue","37662",5004,0
3415,"8137570887","Vivian","Stamps","4048 Buchanan Circle","33736",1283,0.01
3416,"2053612134","David","Froedge","4736 Oxford Way","35801",54,0.01
3417,"5187445143","Tom","Gilliam","5824 Flat Rock Road","12205",4045,0
3418,"6026908241","Phillip","Givens","8780 Cherokee Road","85026",197,0
3419,"3135095040","Christa","Sims","6373 Weeping Willow Road","48231",2775,0
3420,"5081659789","Frieda","Graham","398 River Street","02630",2272,0
3421,"3148451190","Gina","Runner","8866 West Street","63130",3139,0
3422,"9088331133","Natasha","Hampton","7883 Rolling Acres Drive","08817",6110,0.01
3423,"8175119382","Kelly","Poston","178 Rebecca Drive","76544",5151,0
3424,"7130322471","Cal","Patterson","7179 Locust Street","77013",5907,0
3425,"8122845086","Jay","Spencer","8091 Berrywood Drive","47591",2010,0
3426,"8183753796","Drew","Shaw","5612 Green Acres Road","91790",738,0
3427,"2018577629","Donna","Williams","5522 Orchard Valley Drive","07102",3600,0.01
3428,"7084292706","Brent","Akers","2020 Orchard Valley Drive","60093",1897,0
3429,"2135364656","Allen","Hansen","2876 Kennedy Drive","90052",5857,0
3430,"2143165474","John","Hurt","9047 Sugar Grove Road","75221",5121,0
3431,"4011466895","Dean","Cartwright","7116 River Street","02887",4865,0
3432,"8182288916","Dorothy","Runner","4858 Executive Park Drive","91205",404,0.01
3433,"2064466368","Penny","Murray","2492 Front Street","98390",5560,0
3434,"7082385264","Kimberly","Perkins","3785 Berrywood Drive","60061",1877,0
3435,"2134485934","Duane","Pickett","4648 Elm Street","90052",5857,0
3436,"2034535190","Anita","Farmer","1131 Rebecca Drive","06101",878,0.01
3437,"2018357348","Lana","Denton","3308 Peterson Avenue","07303",3539,0
3438,"7137094572","June","Mallory","5280 Woodland Drive","77039",5052,0
3439,"6120837523","Adam","Kajka","2928 Shoreside Drive","55401",5860,0
3440,"3133583451","Carol","Lack","8127 Skyline Drive","48311",2892,0
3441,"2126325670","Jody","Wells","3944 Executive Park Drive","10001",3988,0
3442,"6179217790","Leslie","Hooper","1939 Countrywood Drive","02109",2280,0
3443,"8048801640","Pierre","Kidd","5983 Deer Park Lane","23434",5511,0
3444,"2125690039","Joseph","Gray","8447 Robin Road","10001",3988,0.01
3445,"6171532005","Dewey","Matthews","4437 Pleasant Ridge Road","01890",2507,0
3446,"5085888161","Sean","Rose","6150 Long Hollow Pike","01923",2303,0
3447,"4154520542","Alvie","Ball","916 Lois Lane","94947",541,0.01
3448,"2141866386","Daisy","Adkins","8360 Pepper Street","75074",5262,0
3449,"3108823855","Clyde","Rice","1129 Montgomery Drive","90605",747,0.01
3450,"2143652154","Damon","Weaver","3339 N. Main Street","75070",5231,0
3451,"2131057950","Carla","McDonald","2504 Oak Street","90052",5857,0.01
3452,"7195331357","Ruby","Smith","7035 High Street","80901",5870,0
3453,"2015312517","Dwight","Mitchell","2620 Saddlebrook Way","07042",3587,0.01
3454,"2160772490","Wilmer","Huffman","8281 Springhill Avenue","44309",4130,0
3455,"9132968967","Barry","Vincent","7508 Buchanan Circle","66601",2064,0
3456,"4071020779","Jasper","Cox","3928 Green Street","34986",6416,0.01
3457,"7079795497","Mary","Link","6878 Deer Park Lane","95402",663,0.01
3458,"7088003501","Dwight","Craig","5094 Cottontail Circle","60187",1892,0
3459,"2168202534","Cora","Hampton","4258 Springhill Avenue","44501",4397,0
3460,"5084945715","Martha","Chen","3333 Brookdale Road","01842",2361,0
3461,"3059541488","Orville","Hines","5680 S. Main Street","33961",1212,0
3462,"3190532066","Becky","Moseley","7968 Horse Park Lane","52057",1563,0
3463,"6073862205","Dawn","Stewart","143 Airport Road","13902",3818,0
3464,"6193930940","Lucille","Pearson","3665 Cardinal Lane","92077",293,0
3465,"2069276637","Joan","Patterson","2577 Brookdale Road","98020",5584,0
3466,"2060694815","Gary","Vaughn","2846 Cedar Avenue","98310",5562,0
3467,"3032903656","Joseph","Lightfoot","4823 Garden Street","80202",784,0
3468,"6146562792","Ishel","Underwood","153 White Oak Court","43216",4178,0
3469,"8159482593","Susan","Mayhew","2110 Creekwood Avenue","60435",1676,-0.03
3470,"4149987564","Diane","Hunton","3247 Ridge Top Road","53018",5717,0
3471,"9010253503","Connie","Moseley","7678 Railroad Avenue","38101",5018,0.01
3472,"9108010567","Rhonda","Stone","6756 Tyler Court","28358",3274,0
3473,"5165763165","Janice","Day","3534 Rocky Mound Road","11953",3968,0
3474,"5135443255","Clarence","Vance","8654 Berrywood Drive","45224",4208,0
3475,"9187350718","Damon","Markham","7950 Southern Hills Court","74103",4455,0
3476,"8019773848","Mary","Gomez","3621 Club Circle","84115",5388,0.01
3477,"2126452115","Gaylen","Wheeler","2475 Elementary Drive","10001",3988,0
3478,"6197628512","Lee","Cash","8071 Sunset Place","92118",322,0.01
3479,"2066981150","Leisha","Grimes","7379 Edgewood Drive","98009",5558,0
3480,"8139972324","Allen","Chen","7903 Wildwood Street","",1050,0.01
3481,"2138301203","Roger","Rippy","6704 Front Street","90052",5857,0
3482,"3091443257","Doris","Shigeta","5555 Audubon Drive","61201",1843,0
3483,"7164793148","Jesse","Shannon","7739 Sunnyhill Trace","14240",3825,0.01
3484,"2135952095","Wesley","Howe","2589 Sanders Ferry Road","90052",5857,0.01
3485,"2132753496","Lisa","York","2057 Pebble Creek Drive","90052",5857,0
3486,"6067163094","Clara","Owens","8384 White Oak Court","40507",2112,0
3487,"7143074440","Tony","Allbright","6895 Clay Avenue","92711",654,0
3488,"6195580007","Taylor","Grimes","6268 Rocky Mound Road","92025",373,0.01
3489,"2138102622","Bart","Kirby","7181 Happy Hollow Road","90052",5857,0.01
3490,"3085314794","Kimberly","Sparks","8579 Union Road","68802",3342,0
3491,"2124645255","Whitney","Grace","8120 Kennedy Drive","10001",3988,-0.03
3492,"9188595012","Dewey","Dunn","4212 Cedar Avenue","74103",4455,0.01
3493,"7145039736","Homer","Henderson","5563 Deer Park Lane","92502",614,0
3494,"2194704958","Angie","Kidd","8175 Stillhouse Road","46624",2004,0
3495,"4078837614","Warren","Pardue","2617 Sanders Ferry Road","34981",1086,0
3496,"8132879996","Betty","Hays","5395 Iris Drive","34683",1243,0
3497,"2140904127","Wilmer","Groce","6853 Pepper Street","75221",5121,-0.03
3498,"9040566073","Jahala","Collins","2796 Horse Park Lane","32114",1054,0.01
3499,"8181574846","Chelsea","Hooks","1500 Payne Road","91790",738,0.01
3500,"6191535775","Stephen","Kidd","3869 Plainview Road","92109",5858,0.01
3501,"5085291121","Andy","Bell","6771 Southern Hills Court","01613",2510,0
3502,"6029555502","Maureen","Miller","709 Cardinal Lane","85026",197,0
3503,"4141522375","Colleen","Shannon","5030 Tulip Drive","53201",5757,0
3504,"5086689331","Troy","Long","4675 Troon Court","02019",2275,0
3505,"3121648505","Stephanie","Warden","7470 Hot Springs Avenue","60601",5866,0.01
3506,"3130515322","Dustin","Hanes","8403 Montgomery Drive","48311",2892,0
3507,"4148631103","Russell","Pratt","141 Spring Street","53201",5757,0
3508,"4079694336","Dee","Hooks","2619 Lakeside Avenue","33461",1151,0.01
3509,"8137665688","Marsha","Ralston","4391 Lois Lane","33602",1322,0.01
3510,"5205740652","Kristen","Clark","7985 Sequoia Lane","85726",214,0
3511,"7086076852","Clarence","Abbott","7352 Orange Cemetery Road","60107",1866,0
3512,"7148039165","Tracy","McCartney","3381 Windy Hill Road","92622",274,0
3513,"7022244569","Joseph","Reasoner","4005 Webster Road","",3791,0.01
3514,"4152511698","Sharon","Pendleton","4067 Ridge Top Road","94015",333,0
3515,"2137286028","Ruby","Maynard","1960 Hazel Path","90052",5857,0
3516,"4073097491","Jasper","Zeller","1765 Payne Road","32708",1359,0
3517,"6173035623","Marcy","Ralston","7672 Peach Tree Lane","02109",2280,0
3518,"4193408559","Amos","Fugate","6099 Westland Street","44839",4236,0
3519,"5088827668","Kelly","Childress","7120 Countrywood Drive","01540",2422,0
3520,"7135114160","Leland","Cardwell","3133 Saddlebrook Way","77546",5156,0
3521,"6023011975","Wanda","Hoffman","3299 Reservoir Drive","85251",201,0
3522,"2105725850","Evelyn","Poston","8228 Prince Street","78265",5286,0
3523,"5153162062","Ed","Smith","4328 Sandy Valley Road","52577",1574,0
3524,"5202701849","Wilmer","Cook","7064 Indian Lake Road","86336",202,0
3525,"7089949089","Kenny","Givens","1682 Horseshoe Road","60009",1698,0
3526,"4101839597","Clara","Massey","5432 Lovers Lane","21203",2522,0
3527,"9158296623","Lena","Rippy","6046 Halltown Road","79701",5235,0
3528,"2131013650","Lloyd","Harris","147 West Ridge Drive","90052",5857,0
3529,"2015846508","Candy","Drake","1650 Humble Avenue","07510",3626,0
3530,"7140475048","Julie","Garrett","6955 White Oak Court","92642",399,0.01
3531,"3193070224","Randy","Fisher","2065 Stillhouse Road","52802",1545,0
3532,"3034533919","Hugh","Minor","3258 Skyline Drive","80020",772,0
3533,"4019252069","Cora","Hopkins","4300 Plum Springs Road","02908",4850,0
3534,"7078619844","Natasha","Douglas","7842 Sequoia Lane","95501",374,0.01
3535,"9100061452","Andy","Wells","6996 Pleasant Ridge Road","28387",3305,0
3536,"3102970095","Andy","Killen","6826 Hot Springs Avenue","90801",483,0.01
3537,"4127424004","Daisy","Justice","4454 Horseshoe Road","15134",4693,0
3538,"7149447553","Lloyd","Cardwell","2826 Williamsburg Drive","92335",387,0
3539,"3144416603","Gordon","Gossett","6124 Mud River Valley Road","63801",3132,-0.03
3540,"5042300833","Greg","Gaines","5405 Cairo Road","70084",2228,0
3541,"3135851458","Chris","Ingram","2901 Sunnyhill Trace","48150",2835,0
3542,"8183807493","Rhonda","Norris","3462 Smallhouse Road","91331",6386,0.02
3543,"5013650699","Chandler","Monroe","3420 Chestnut Street","72114",141,0
3544,"7194231602","Amos","Farley","2417 Girkin Road","81003",818,0.01
3545,"8137164679","Mary","Embry","2043 Buchanan Circle","34680",1070,0
3546,"6142442943","Sam","Harper","4985 Crosby Drive","43216",4178,0
3547,"7140308705","Brandy","Adams","4880 Logan Street","92658",534,0
3548,"4149594004","Jennifer","Aldrich","5210 Choctaw Way","53201",5757,0
3549,"3183654098","Whitney","Kidd","5454 Mountain View Drive","70520",2168,0
3550,"6181383142","Charlotte","Smith","3850 Mason Court","62249",1737,0
3551,"9043303948","Jerry","Elmore","2807 Blackjack Road","32203",1129,0.01
3552,"6100872767","Albert","Hart","8818 Southern Drive","18105",4543,0
3553,"6021040410","Jesse","Reeves","3639 Iris Drive","85201",188,0
3554,"6199118728","Kaye","Richardson","5902 MacBeth Lane","92109",5858,0
3555,"2127649098","Marsha","Kennedy","1934 Williamsburg Drive","10001",3988,0
3556,"7024819217","Debbie","Frost","3062 Hillsdale Drive","89114",5894,0.01
3557,"5206180689","Gordon","Lindsey","6776 Elm Street","85726",214,0
3558,"3032160131","Hank","Mansfield","6184 Mason Court","80202",784,0.01
3559,"9158167191","Lena","Reed","6067 Cline Avenue","79701",5235,0
3560,"4079502807","Angie","Givens","3137 Iris Drive","33476",1237,0
3561,"8140223704","Llewellyn","Holland","1303 Austin Drive","15501",4776,0
3562,"8025367508","Lorene","Thomas","2775 Sunnyhill Trace","05701",5545,0
3563,"8102929279","Peggy","Farris","7248 Smallhouse Road","48080",2879,0
3564,"7129348810","Miranda","Ingram","6884 Deer Park Lane","51101",1581,0
3565,"6153094155","Horace","Fukuda","785 Indian Lake Road","38401",4976,0
3566,"8100165143","Julie","Cunningham","7384 Rebecca Drive","48080",2879,0
3567,"7140836506","Rufus","Hull","1029 Elementary Drive","92656",223,0
3568,"3120548564","Lucille","Scott","6435 Sherwood Lane","60601",5866,0
3569,"9157841196","Anthony","Buchanon","2481 Spring Street","79910",5138,0
3570,"9188968753","Howard","Rhodes","1989 Camino Circle","74037",4430,0
3571,"7193990676","Garlan","Finn","1965 Buchanan Circle","80840",763,0.01
3572,"7166350175","Lorene","Gentry","8039 Hidden Point Drive","14445",3862,0.02
3573,"6196721041","Lillie","Gregory","418 Orange Cemetery Road","92109",5858,0
3574,"5168358160","Amy","Stamps","8665 Hilltop Road","11563",3949,0
3575,"7026350902","Dawn","Cash","5780 Circle Drive","89501",3788,0
3576,"3177325714","James","Piper","8153 15th Street","47901",1961,0
3577,"2128834352","Lester","Pickett","3069 Horse Park Lane","10001",3988,0
3578,"2130011412","Brian","Pennington","4593 Hazel Path","90052",5857,0.01
3579,"4194785742","Greg","Maynard","2486 Lakeside Avenue","44870",4332,0
3580,"4078662056","Carrie","Allbright","2964 Washington Street","34986",6416,0
3581,"6088107350","Daisy","Miller","2462 Front Street","53701",5914,0
3582,"6192602850","Gayle","James","4145 Audubon Drive","92109",5858,0.01
3583,"2123889396","Walter","Tanner","1910 Hillsdale Drive","10001",3988,0.01
3584,"7028299969","Annie","Stone","6644 Dolhous Drive","89191",3784,0
3585,"9074172928","John","Madden","4512 Cairo Road","99501",2,0
3586,"2136898318","Dewey","Simmons","4279 Pepper Street","90052",5857,0.01
3587,"9162558451","Andrea","Hicks","7053 Peterson Avenue","95621",308,0
3588,"9128381701","Bryce","Chung","4666 Brookdale Road","31402",1460,0
3589,"2125638941","Floyd","Elliott","8285 Dolhous Drive","10001",3988,0.01
3590,"8136620275","Bert","Thomas","3492 Park Street","33804",1152,0.01
3591,"7146640969","Alvie","Katchak","3598 West Street","91761",550,0
3592,"9136626689","Chester","Sanders","7475 Volunteer Drive","66441",2040,0.01
3593,"2095689681","Wesley","Tanner","4428 Elm Hill Circle","93654",606,0
3594,"5106175657","Warren","Monroe","6477 Center Point Road","94580",645,0
3595,"5083845599","Toni","Keen","3064 Green Street","01570",2486,0
3596,"9131999849","Gene","Fisher","3187 Cottontail Circle","66044",2043,0.01
3597,"9086717999","Luther","Williams","4228 Audubon Drive","08818",3486,0.01
3598,"4126367580","Adrian","Osborne","6421 Blackjack Road","15219",5899,0
3599,"5167498909","Gordon","Baker","797 Tulip Drive","11784",4066,0
3600,"8185245972","Herman","Griffen","8875 High Point Street","91205",404,0.01
3601,"8173975314","Guy","Tuck","6389 Center Point Road","76004",5062,0
3602,"2120665319","Cindy","McCartney","3313 Circle Drive","10001",3988,0
3603,"7010719134","Ella","Page","8088 Orchard Valley Drive","58102",3322,0
3604,"9047157567","Ishel","Keen","821 Flat Rock Road","32446",1180,0.01
3605,"8159710691","Theresa","Proctor","4661 Hatchet Drive","60901",1751,0
3606,"3140986928","Glen","Forbes","8210 Hilltop Road","63755",3079,0
3938,"2130557782","Andrew","Robertson","6320 Church Street","90052",5857,0
3939,"9086086283","Leon","Marlow","6591 Blackjack Road","08818",3486,0
3940,"4045920370","Natasha","Fowler","7965 Saddlebrook Way","30201",1365,0.01
3941,"8059931847","Cecil","Hampton","5350 Cumberland Hills Drive","91359",704,0
3942,"5089829595","Todd","Fostor","7825 Evergreen Circle","01923",2303,0
3943,"8017680704","Mildred","McKinney","2437 River Street","84101",5383,0
3944,"3053277519","Daphne","Ross","93 Trail East Drive","33010",1112,0.01
3945,"2122174751","Guy","Pearson","6962 Sanders Ferry Road","10001",3988,0
3946,"2128253678","Rita","Garrett","2612 Crosby Drive","10001",3988,0.01
3947,"6013008565","Tim","Livingston","2713 Green Street","39205",3174,0
3948,"2136158727","Brian","Wade","1495 N. Main Street","90052",5857,0
3949,"4040589840","Dallas","Mills","2660 Orchard Valley Drive","30301",1368,0
3950,"3036481185","Bernice","Weaver","1171 Clearview Street","80202",784,0
3951,"4144379527","April","Denton","1041 Rolling Acres Drive","53201",5757,0
3952,"4015159092","Joseph","McGuire","7304 West Street","02904",5900,0
3953,"5013183625","Cecil","Fisher","8970 Bayshore Drive","72201",131,0
3954,"3127107527","Leland","Garrett","7418 Cline Avenue","60601",5866,0
3955,"2138327491","Becky","Wood","8124 Lake Terrace Drive","90052",5857,0.01
3956,"7131154004","Melinda","Wilson","7467 Spring Street","77325",5203,0
3957,"2058959510","Leisha","Donaldson","1169 Elm Street","35758",61,0
3958,"4060053607","Adam","Pearson","8287 Boiling Springs Road","59044",3217,0
3959,"2141741017","Sarah","Minor","4974 Evergreen Circle","75221",5121,0
3960,"8162120877","Phillip","Reid","5443 Industrial Drive","64501",3126,-0.03
3961,"2011256956","Henry","Jennings","5298 19th Avenue","07102",3600,0
3962,"6023027346","Winston","York","1383 Williamsburg Drive","85220",160,0
3963,"7141620804","Sidney","Garrison","317 Washington Street","92658",534,0.01
3964,"2169540984","Ruth","Morgan","3234 Woodvale Drive","44120",4335,0
3965,"2131449637","Nick","Zeller","7161 Elm Street","91733",680,-0.03
3966,"6172121000","Ruth","Haley","807 Choctaw Way","02109",2280,0
3967,"6025798373","Charles","Henderson","2306 Rocky Mound Road","85301",181,0
3968,"7141259629","Patricia","Kennedy","590 Flat Rock Road","92401",630,0
3969,"7062311130","Evelyn","Harper","2742 Tulip Drive","31908",1385,0
3970,"9161005049","Trina","Hester","5324 Timber Trail","95678",623,0
3971,"2127914961","Wendell","Drake","2627 24th Street","10001",3988,0.01
3972,"2133670115","Ben","Cartwright","8341 Hazelwood Drive","90052",5857,0.01
3973,"6176299423","Dale","Morrison","6776 West Ridge Drive","02205",2500,0
3974,"7168821064","Lorene","Mahoney","281 Tick Ridge Road","14610",3822,0
3975,"6074036766","Ashley","West","9024 Jackson Avenue","13902",3818,-0.03
3976,"2162279745","Trina","Oliver","3468 Montgomery Drive","44101",4175,0
3977,"2123904345","Larry","Jennings","6965 Airport Road","10001",3988,0
3978,"2026267646","Becky","North","1411 Breeder Road","20013",5927,0
3979,"6060176988","Carly","Carter","567 Southern Hills Court","40351",2122,0
3980,"2130589026","Geneva","Collins","802 Sunset Place","90255",429,0
3981,"8188723494","Emmitt","McFarland","6412 Sanders Ferry Road","91030",684,0.01
3982,"9049888685","Bernard","Rainwaters","2386 High Point Street","32203",1129,0
3983,"2166484699","Elizabeth","Poe","1257 Meadowlake Drive","44137",4261,0
3984,"6107724230","Anna","Gilbert","8251 Windy Hill Road","",4749,0
3985,"4046809894","Ishel","Horn","2171 Cedar Avenue","30301",1368,0
3986,"2136098996","Harriet","McCain","8873 Oxford Way","90052",5857,0.02
3987,"2155178128","Maureen","Mason","1949 Hilltop Road","19104",4739,0
3988,"5174803368","Jennifer","Hunton","1337 Pepper Street","48605",2875,0
3989,"5106147252","Mandy","Dennison","7080 Meadow Lane","94509",231,0
3990,"2137623744","Gaylen","Russell","4734 Main Street","90052",5857,0.01
3991,"6192524699","Bill","Herndon","7135 Cedar Avenue","91910",306,0
3992,"7081522391","Stephen","Alexander","8653 Sterling Road","60411",1666,0
3993,"2015669606","Richard","Simmons","2387 Horseshoe Road","07871",3546,0
3994,"5136058585","Neal","Hines","1441 Horse Park Lane","45401",4184,0
3995,"7132294646","Shannon","Murphy","4526 Glenview Drive","77013",5907,0
3996,"0095139","JoAnne","Latham","2489 Audubon Drive","",5318,0
3997,"8172167263","Rhonda","Robertson","2967 Edgewood Drive","76101",5906,0
3998,"6120578798","Rachel","Baldwin","1957 Stones Throw Road","55420",2927,0
3999,"2137393659","Bernice","Redford","2815 Summers Road","90052",5857,-0.03
4000,"9156077702","Cassy","Adkins","4894 Lois Lane","79910",5138,0
4001,"4109332218","Clara","McPherson","2425 Pine Branch Trace","21040",2561,0
4002,"5024029462","Francis","Runner","7074 Orange Cemetery Road","40201",5878,0.01
4003,"2035521903","Curtis","Aldrich","8364 Cline Avenue","06268",941,0
4004,"7145752326","Angela","Baker","2871 Trail East Drive","92607",455,0
4005,"9044231957","Conrad","Wade","2760 Pace Street","32097",1361,-0.03
4006,"6061465967","Darcy","Matthews","7205 Highland Court","41101",2070,0
4007,"8011146938","Belinda","Coffey","4740 Hatchet Drive","84107",5392,0
4008,"8108852382","Avery","Stone","6259 Long Hollow Pike","48080",2879,0
4009,"2133821880","Jolene","Massey","8261 Sterling Road","90052",5857,0
4010,"4043827784","Laura","Richards","6859 Trail East Drive","30301",1368,0.01
4011,"9127287161","Barry","Evans","5283 Iris Drive","31030",1415,0.01
4012,"2129881456","April","Jernigan","7978 Hot Springs Avenue","10001",3988,0
4013,"8063958505","Reva","Fugate","3769 Trail East Drive","79065",5252,0
4014,"3128414053","Milt","Hester","4731 Hazelwood Drive","60601",5866,0
4015,"6181454729","Lynn","Grimes","7272 Pleasant Valley Drive","62864",1795,0
4016,"7083463749","Hazel","Rich","8856 Main Street","60510",1625,0
4017,"8045752200","Jody","Coffey","6570 Southern Hills Court","23607",5487,0
4018,"7144287259","Linda","Reed","8133 Poplar Ridge Road","92634",396,0.01
4019,"2164209442","Leslie","Douglas","1405 Hatchet Drive","44281",4372,0
4020,"8040119813","Connie","Fields","1508 Wildwood Street","23458",5519,0
4021,"6102438016","Henry","Cash","231 Hidden Point Drive","19015",4570,0
4022,"3102897162","Avery","Neely","6228 Robin Road","90806",674,0.01
4023,"2058859247","Etta","Pitts","883 Orchard Valley Drive","35630",40,0
4024,"3349592415","Doris","Harper","4807 Stillhouse Road","36301",35,0.01
4025,"7175877346","Sam","Love","7486 Cherry Street","15235",4736,0
4026,"3127636222","Wayne","Dalton","8732 Flat Rock Road","60601",5866,0
4027,"5120780850","Curtis","Martin","814 Hazel Path","78767",5065,0
4028,"2134149103","Ishel","Graham","8663 Sunnyhill Trace","90052",5857,-0.03
4029,"3126989957","Hunter","Dixon","1811 Woodvale Drive","60601",5866,-0.03
4030,"3057651320","Ruth","Johns","4456 24th Street","33961",1212,0
4031,"9138587386","Margaret","Hoffman","6731 Sunset Place","66044",2043,0
4032,"4085880019","Marsha","Martin","2778 Johnson Drive","95014",331,0
4033,"8173930677","Darrin","Reeves","3814 Long Hollow Pike","76540",5201,0
4034,"4048095697","Floyd","Cole","1006 Windy Hill Road","30301",1368,0
4035,"4059534508","Susan","McDonald","3699 Tulip Drive","73125",4439,0
4036,"3166209593","Cecil","Markham","1875 Humble Avenue","67209",2067,0.01
4037,"4079122222","Orson","Daniel","2798 Woodvale Drive","32901",1182,0.01
4038,"3057648559","Albert","Walker","8241 Elm Street","33328",1041,0
4039,"3105959633","Elizabeth","Hill","3584 Bayshore Drive","90650",540,0.01
4040,"8052928616","Gladys","Downing","191 Stillhouse Road","93102",655,-0.03
4041,"7128634575","John","Shannon","7105 Sunnyhill Trace","51031",1562,0
4042,"2011533743","Inez","Gamble","6638 Main Street","07003",3443,0
4043,"3102165912","Anita","Herrington","1482 Elementary Drive","90631",443,0
4044,"7146675971","Harry","Runner","2457 Cemetery Road","92552",525,0
4045,"2125186017","Milt","Gilliam","8282 Halltown Road","10001",3988,0.01
3607,"4107575231","Toni","Herrington","615 Logan Street","21285",2662,0
